,url,link_text,tokens,token_values
94910422,data.stadt-zuerich.ch/dataset?res_format=gpkg&tags=3d-stadtmodell,gpkg (10),dachstruktur__3d__dxfgdbgpkgwfswmswmts__3d-stadtmodell__lod2__aussenhüll__gebäudegrundrissen__3d-modell__3d-dachmodell__basieren,0.17094674192511972__0.16703384059329252__0.12710232538338875__0.10136740598541025__0.09853305446745839__0.08022861067837726__0.08022861067837726__0.07927992479752619__0.07597632974449765__0.07247568211784887
94910812,data.stadt-zuerich.ch/dataset?_res_format_limit=0&q=miv,Mehr Formate anzeigen,miv__fahrzeugtypen__verkehrszähldat__jsoncsv__verkehrszahle__datensätz__dataset__signalisierte__lärmgutachten__kategorie,0.07986310839110161__0.06579496134474544__0.06452092154018917__0.06452092154018917__0.06393355069349901__0.06373149413360894__0.06284244461366778__0.06184672537812403__0.06137971218275752__0.06071567006330856
94910429,data.stadt-zuerich.ch/dataset?_res_format_limit=0&tags=3d-stadtmodell,Mehr Formate anzeigen,dachstruktur__3d__dxfgdbgpkgwfswmswmts__3d-stadtmodell__lod2__aussenhüll__gebäudegrundrissen__3d-modell__3d-dachmodell__basieren,0.17162242074695813__0.16769405340196167__0.12760470611612942__0.10176806766914705__0.09892251318076849__0.08054571981149337__0.08054571981149337__0.07959328418407767__0.0762766314430925__0.07276214726455972
94910427,data.stadt-zuerich.ch/dataset?res_format=shp&tags=3d-stadtmodell,shp (3),3d-stadtmodell__3d__dxfgpkgshpzipwfswmswmts__kategorie__3d-blockmodell__gemeindegebiet__jahresendstand__flächendeckend__tag__lizenz,0.1921441874648821__0.11513323069388412__0.07970201432686425__0.07883975067922155__0.0731049422773623__0.07272991971089816__0.07003152412122238__0.06532970489879195__0.060130825531150345__0.05922425664990194
94910423,data.stadt-zuerich.ch/dataset?res_format=wfs&tags=3d-stadtmodell,wfs (10),dachstruktur__3d__dxfgdbgpkgwfswmswmts__3d-stadtmodell__lod2__gebäudegrundrissen__aussenhüll__3d-modell__3d-dachmodell__basieren,0.17094674192511972__0.16703384059329252__0.12710232538338875__0.10136740598541025__0.09853305446745839__0.08022861067837726__0.08022861067837726__0.07927992479752619__0.07597632974449765__0.07247568211784887
94910424,data.stadt-zuerich.ch/dataset?res_format=wms&tags=3d-stadtmodell,wms (10),dachstruktur__3d__dxfgdbgpkgwfswmswmts__3d-stadtmodell__lod2__aussenhüll__gebäudegrundrissen__3d-modell__3d-dachmodell__basieren,0.17094674192511972__0.16703384059329252__0.12710232538338875__0.10136740598541025__0.09853305446745839__0.08022861067837726__0.08022861067837726__0.07927992479752619__0.07597632974449765__0.07247568211784887
94910425,data.stadt-zuerich.ch/dataset?res_format=wmts&tags=3d-stadtmodell,wmts (10),dachstruktur__3d__dxfgdbgpkgwfswmswmts__3d-stadtmodell__lod2__aussenhüll__gebäudegrundrissen__3d-modell__3d-dachmodell__basieren,0.17094674192511972__0.16703384059329252__0.12710232538338875__0.10136740598541025__0.09853305446745839__0.08022861067837726__0.08022861067837726__0.07927992479752619__0.07597632974449765__0.07247568211784887
94910428,data.stadt-zuerich.ch/dataset?res_format=zip&tags=3d-stadtmodell,zip (3),3d-stadtmodell__3d__dxfgpkgshpzipwfswmswmts__kategorie__zweck__gemeindegebiet__dachstruktur__jahresendstand__flächendeckend__zip,0.19654443603278018__0.11776986956473644__0.08152725129618174__0.08064524115279152__0.07837769828380332__0.0743954903913004__0.07365644181336796__0.0716352994827771__0.06682580501097803__0.06374269794712743
94910782,data.stadt-zuerich.ch/dataset/sid_dav_verkehrszaehlung_miv_od2031,Zählstellendaten der Dienstabteilung Verkehr,zählstelle__messstelle__string__detektor__technisch__comma-separated__wert__csv__values__identifikationsnummer,0.19939569750641228__0.13964766033631237__0.13197203504658456__0.12761918499350633__0.12703793713341544__0.11996739556335086__0.10167273574167277__0.08742612311261672__0.07513564730347633__0.0726240520827187
94910418,data.stadt-zuerich.ch/dataset?tags=3d-blockmodell&tags=3d-stadtmodell,3d-blockmodell (4),3d__dxfgdbgpkgwfswmswmts__3d-modelle__3d-blockmodell__kombiniert__darstellung__beinhalten__kategorie__lod1__3d-stadtmodell,0.1311892254505142__0.10980949199789368__0.1052790221231534__0.09995981903231171__0.09575739012493671__0.08159014122042765__0.07469769519896938__0.0718675278300387__0.06772108479592051__0.05838394811858096
94910388,data.stadt-zuerich.ch/dataset?tags=3d-stadtmodell,,dachstruktur__3d__dxfgdbgpkgwfswmswmts__3d-stadtmodell__lod2__aussenhüll__gebäudegrundrissen__3d-modell__3d-dachmodell__basieren,0.1723034620991286__0.16835950599482657__0.12811107399754262__0.10217190920751668__0.09931506283624773__0.0808653456837612__0.0808653456837612__0.0799091305498875__0.0765793164885016__0.07305088594418101
94910419,data.stadt-zuerich.ch/dataset?tags=3d-stadtmodell&tags=dachstrukturen,dachstrukturen (4),dachstruktur__lod2__gebäudegrundrissen__aussenhüll__3d-modell__3d-dachmodell__3d__av__jahresstand__basieren,0.2796809819580059__0.1813579408314089__0.14766715298773786__0.14766715298773786__0.14592102100414242__0.13984049097900295__0.13974504450163472__0.12321647454543384__0.1128778689790417__0.10671781598802095
94910412,data.stadt-zuerich.ch/dataset?tags=3d-stadtmodell&tags=geodaten,geodaten (10),dachstruktur__3d__dxfgdbgpkgwfswmswmts__3d-stadtmodell__lod2__aussenhüll__gebäudegrundrissen__3d-modell__3d-dachmodell__basieren,0.17162242074695813__0.16769405340196167__0.12760470611612942__0.10176806766914705__0.09892251318076849__0.08054571981149337__0.08054571981149337__0.07959328418407767__0.0762766314430925__0.07276214726455972
94910413,data.stadt-zuerich.ch/dataset?tags=3d-stadtmodell&tags=geoportal,geoportal (10),dachstruktur__3d__dxfgdbgpkgwfswmswmts__lod2__3d-stadtmodell__aussenhüll__gebäudegrundrissen__3d-modell__3d-dachmodell__basieren,0.1723034620991286__0.16835950599482657__0.12811107399754262__0.09931506283624773__0.08514325767293056__0.0808653456837612__0.0808653456837612__0.0799091305498875__0.0765793164885016__0.07305088594418101
94910417,data.stadt-zuerich.ch/dataset?tags=3d-stadtmodell&tags=lod2,lod2 (7),dachstruktur__3d__lod2__dxfgdbgpkgwfswmswmts__aussenhüll__gebäudegrundrissen__3d-modell__3d-dachmodell__av__jahresstand,0.2020731702104964__0.16154819804168036__0.15724018325487601__0.1408551075365652__0.1066914508497792__0.1066914508497792__0.1054298476365008__0.1010365851052482__0.0890255156401564__0.0815557377963757
94910414,data.stadt-zuerich.ch/dataset?tags=3d-stadtmodell&tags=polygondaten,polygondaten (10),dachstruktur__3d__dxfgdbgpkgwfswmswmts__3d-stadtmodell__lod2__aussenhüll__gebäudegrundrissen__3d-modell__3d-dachmodell__basieren,0.17162242074695813__0.16769405340196167__0.12760470611612942__0.10176806766914705__0.09892251318076849__0.08054571981149337__0.08054571981149337__0.07959328418407767__0.0762766314430925__0.07276214726455972
94910415,data.stadt-zuerich.ch/dataset?tags=3d-stadtmodell&tags=stzh,stzh (10),dachstruktur__3d__dxfgdbgpkgwfswmswmts__3d-stadtmodell__lod2__aussenhüll__gebäudegrundrissen__3d-modell__3d-dachmodell__basieren,0.17162242074695813__0.16769405340196167__0.12760470611612942__0.10176806766914705__0.09892251318076849__0.08054571981149337__0.08054571981149337__0.07959328418407767__0.0762766314430925__0.07276214726455972
94910416,data.stadt-zuerich.ch/dataset?tags=3d-stadtmodell&tags=vektordaten,vektordaten (8),8)__dachstruktur__3d__dxfgdbgpkgwfswmswmts__lod2__aussenhüll__gebäudegrundrissen__3d-modell__3d-dachmodell__basieren,0.3502867438197334__0.19127961431268906__0.1529192469348285__0.11851685259684562__0.11025284508693582__0.08977122075906532__0.08977122075906532__0.08870969558842139__0.08501316191675069__0.08109613770014808
94910411,data.stadt-zuerich.ch/dataset?tags=3d&tags=3d-stadtmodell,3d (10),3d__dachstruktur__dxfgdbgpkgwfswmswmts__3d-stadtmodell__lod2__aussenhüll__gebäudegrundrissen__3d-modell__3d-dachmodell__basieren,0.18293896734759454__0.17162242074695813__0.12760470611612942__0.10176806766914705__0.09892251318076849__0.08054571981149337__0.08054571981149337__0.07959328418407767__0.0762766314430925__0.07276214726455972
94909147,data.stadt-zuerich.ch/dataset?tags=geodaten,geodaten,csvdxfgpkgjsonshpwfswmswmt__zweck__lokalisierung__kontaktparagraphe__internetseit__auffinden__darstellen__csvdxfgpkgjsonshpwfswmswmts__züri__zürich,0.2103930232834141__0.18172528274651745__0.13648021321931003__0.11462305904620625__0.10238219676801086__0.0997566360323693__0.0724528619355575__0.05985398161942158__0.05015821764426842__0.04721151548996208
94909148,data.stadt-zuerich.ch/dataset?tags=geoportal,geoportal,csvdxfgpkgjsonshpwfswmswmt__zweck__lokalisierung__kontaktparagraphe__internetseit__auffinden__darstellen__csvdxfgpkgjsonshpwfswmswmts__züri__zürich,0.21227153241987318__0.18334782991389706__0.1376987865516253__0.11564647921626166__0.10329632352486809__0.1006473202826583__0.07309976248855354__0.06038839216959498__0.050606058873235105__0.04763304687826531
94878974,data.stadt-zuerich.ch/dataset?tags=historische-entwicklung,historische-entwicklung,3d-stadtmodell__3d__dxfgpkgshpzipwfswmswmts__kategorie__gemeindegebiet__jahresendstand__flächendeckend__tag__lizenz__anzeig,0.19329820660881533__0.10424224941203022__0.0962168461243226__0.09517591523437559__0.08780008325459777__0.08454256065084503__0.07886649059854163__0.07259036595652384__0.07149594946925099__0.07032607705545793
94910801,data.stadt-zuerich.ch/dataset?_tags_limit=0&q=miv,Mehr Tags anzeigen,miv__fahrzeugtypen__jsoncsv__verkehrszähldat__verkehrszahle__datensätz__dataset__emissionsabschnitte__signalisierte__lärmgutachten,0.09501662126531064__0.058709350123003615__0.05757251460509188__0.05757251460509188__0.05704839908035296__0.056868102457681834__0.05607479673219586__0.05562084963056477__0.055186308798941444__0.05476958933230672
94910420,data.stadt-zuerich.ch/dataset?_tags_limit=0&tags=3d-stadtmodell,Mehr Tags anzeigen,3d__dachstruktur__dxfgdbgpkgwfswmswmts__3d-stadtmodell__lod2__3d-dachmodell__gebäudegrundrissen__aussenhüll__3d-modell__basieren,0.16070680117687994__0.14619687693259398__0.1222878433612907__0.09752773151626593__0.09480074179823647__0.09137304808287124__0.07718964815268116__0.07718964815268116__0.07627689734307444__0.06973039112853642
94909149,data.stadt-zuerich.ch/dataset?tags=vektordaten,vektordaten,csvdxfgpkgjsonshpwfswmswmt__zweck__lokalisierung__kontaktparagraphe__internetseit__auffinden__darstellen__züri__zürich__stadtplan,0.23369343018701635__0.1779277615474312__0.14148866141084435__0.11882940983689273__0.10613934160353419__0.10341743001520853__0.07511168255704585__0.05199888618167277__0.046816046074210506__0.04431664145343788
94910780,data.stadt-zuerich.ch/dataset/ugz_verkehrsdaten_stundenwerte_rosengartenbruecke,"Verkehrszähldaten an der Rosengartenstrasse nach Fahrzeugtypen, seit 2020",gewicht__anhänger__länge__m__fahrerhaus__technisch__fracht__aufbau__leer__messzeitraum,0.20710389559755796__0.16075680798856232__0.14208911864875876__0.08616793190747374__0.06969274641489351__0.05946456631776891__0.05575419713191481__0.05529154783608674__0.05324977837177538__0.05084099217917755
94910781,data.stadt-zuerich.ch/dataset/ugz_verkehrsdaten_stundenwerte_stampfenbachstrasse,"Verkehrszähldaten an der Stampfenbachstrasse nach Fahrzeugtypen, seit 2007",comma-separated__csv__values__technisch__messzeitraum__länge__messwerte__herunterlad__status__herunterladen,0.24234154443275657__0.17660616536175197__0.15177864555594214__0.07763429491486497__0.0663757397894818__0.06625187079852839__0.05896431456107588__0.054721147347193196__0.053171014875579216__0.04511948722805719
94909143,data.stadt-zuerich.ch/group,Kategorien,kategorie__datensätze__datensätz__​​volks​­wirt​­schaft__aufsteigendname__tour­is­mus__kri­mi­na­li­tät__ope__basis­kart__absteigend,0.79406572416131__0.611168123570998__0.3623947705636587__0.07707197838823518__0.07707197838823518__0.07707197838823518__0.07707197838823518__0.06880988476447074__0.06809440128833548__0.06479942896547072
94909153,data.stadt-zuerich.ch/group/basiskarten,Basis­karten Zur Kategorie,csvdxfgpkgjsonshpwfswmswmt__dxfgpkgjsonshpwfswmswmts__zweck__statistisch__zürich__einteilung__wfscsvdxfgdbgpkgshp__gsz__ogd__stimmkreise,0.12097797098335779__0.08719712077147776__0.06321226853671737__0.05573919528646954__0.042228769791813045__0.04196047010399973__0.041484653274933975__0.04137689915644816__0.04052909303876733__0.037828917663662455
94909152,data.stadt-zuerich.ch/group/bauen-und-wohnen,Bauen und Wohnen Zur Kategorie,dxfgpkgjsonshpwfswmswmts__csvdxfgpkgjsonshpwfswmswmt__datensatz__bau__3d-modelle__3d__ogd__brunnen__dorfkern__kombiniert,0.11802753132996453__0.07797729762362687__0.045143519444815934__0.042565161208706216__0.03947963329618253__0.03935676763515426__0.03918501597370617__0.038421949643367155__0.03657438723093895__0.03590902129685127
94909151,data.stadt-zuerich.ch/group/bevolkerung,Bevölk­erung Zur Kategorie,csvdxfgpkgjsonshpwfswmswmt__zweck__lokalisierung__kontaktparagraphe__internetseit__auffinden__darstellen__csvdxfgpkgjsonshpwfswmswmts__csv__stadt,0.19710928010416795__0.15278985826158087__0.1376987865516253__0.11564647921626166__0.10329632352486809__0.1006473202826583__0.07309976248855354__0.06038839216959498__0.053427075235487995__0.047739709615655795
94909155,data.stadt-zuerich.ch/group/mobilitat,Mobilität Zur Kategorie,csvdxfgpkgjsonshpwfswmswmt__dxfgpkgjsonshpwfswmswmts__beinhalen__zweck__vbz__verkehrsachsensystem__csv__fahrzeit__liegenschafteninventar__zürich,0.11909260000699379__0.051502922762166344__0.048749216790876876__0.04444795876700535__0.03868417211425164__0.035135064535037085__0.034970449245046685__0.03303175188401155__0.03303175188401155__0.032533559290767775
94909150,data.stadt-zuerich.ch/group/umwelt,Umwelt Zur Kategorie,csvdxfgpkgjsonshpwfswmswmt__datensatz__wfscsvdxfgdbgpkgshpwms__ogd__arealüberbauung__baumkataster__aktualisiert__abwassermenge__jahresdateie__gesamtüberbauung,0.06633485388121037__0.05266743935228525__0.05059533465711448__0.04800164456779006__0.04743365042798062__0.045694847345219475__0.043618535710305106__0.03883369451645375__0.03883369451645375__0.03617515068442822
94909154,data.stadt-zuerich.ch/group/verwaltung,Ver­walt­ung Zur Kategorie,csvdxfgpkgjsonshpwfswmswmt__csv__hydrant__arealüberbauung__zweck__anzahl__zürich__etram__rentenart__zusatzleistungsbeziehende,0.11015171412058285__0.10916451048115926__0.051556315440585594__0.04922843720093124__0.04624990304134341__0.04431459724878218__0.043255956084046344__0.042493739435675616__0.042493739435675616__0.042493739435675616
94909144,data.stadt-zuerich.ch/showcase,Showcases,app__multikriterienanalyse__zürich__dashboard__wikidata__bevölkerungsbestand__interaktiv__blogpost__hochhäuser__guide,0.0478691139274502__0.044647121839276174__0.043751468207893794__0.04049999953889005__0.039578094338191705__0.039578094338191705__0.03842170922678817__0.037445773186870604__0.035435575547265494__0.035435575547265494
95096640,e-gov.sso.stadt-zuerich.ch/cookie-check/CookieCheckError.html?trg=B9XOz_X4T33xss4ZfkVcC2jvEvYTSKI8BHMV248NTdczM5CzSfRE7NYCh_NEeWBCn32h_MImE-Cuee58IXzXNvzQyULfQwbmvNEK6sAT6MxkT4YkUx_tKcmLsAagjf0pVJTJ8oWR8_k%24,Zum Inhalt,browser__cookies__akzeptieren__cookie__gewünscht__web-services__zurücktaste__zurück-verlinkung__www.stadt-zuerich.ch__lesezeichen,0.37124324975658235__0.21227153241987318__0.20626217350786616__0.1559255603887905__0.11433880751832569__0.08831405885655864__0.08831405885655864__0.08831405885655864__0.08831405885655864__0.08831405885655864
94958335,extrafahrten.vbz.ch/genuss-linie,,genuss-linie__vbz__wein-tram__oldtimer-tram__extrafahrten__tickets__extrafahrt__geschäftskunde__agb__abos,0.2552426172329547__0.18236823996718626__0.14174752921245343__0.1069570312326529__0.1069570312326529__0.08992573815616346__0.08992573815616346__0.07637170304757085__0.07064465269436623__0.06501169060161595
94871956,ksfd.ch,,unterlage__oecd-steuerreform__ksfd__-direktoren__programm__staf__rechtlicher__finanzmanagement__steuerpolitik__konferenz,0.11755227696491843__0.0947805425486329__0.0947805425486329__0.09112601564318688__0.07898687579731264__0.06662154064067788__0.06662154064067788__0.06662154064067788__0.06075067709545792__0.05405114281665451
94864431,login.stadt-zuerich.ch/login/op/auth?RequestedPage=%2Fapp%2Fmkfewww%2Fweb%2Fauth%2F&client_id=www-stadt-zuerich-ch&missingRoles=oiztrustleveloiz_1a&nonce=FAYq4dJKasl6sfroXJSM9m7FtS8LiV03dKQBO5sakoY&redirect_uri=https%3A%2F%2Fwww.stadt-zuerich.ch%2Flogin%2Frp%2Fauth&response_type=code&scope=openid+stzh_profile&state=58273570843270548720,,access__app__login__koppeln__smartphone__anmeldung__geben__hilfebereich__benutzerangaben__derzürich,0.47544547551128685__0.24133258946065458__0.18482073593830717__0.16690713536778587__0.1501089209849381__0.10581281748805572__0.09994701058148067__0.08565071988959322__0.08565071988959322__0.08565071988959322
94882981,login.stadt-zuerich.ch/login/op/auth?RequestedPage=%2Fapp%2Fmkfewww%2Fweb%2Fauth%2F&client_id=www-stadt-zuerich-ch&missingRoles=oiztrustleveloiz_1a&nonce=k8KsJeXebHOQ4VGiXijt_y4HNdoQ6wYs9tEkNucZqlg&redirect_uri=https%3A%2F%2Fwww.stadt-zuerich.ch%2Flogin%2Frp%2Fauth&response_type=code&scope=openid+stzh_profile&state=87001298997205839984,Mit Zürich Access anmelden,access__app__login__koppeln__smartphone__anmeldung__geben__hilfebereich__benutzerangaben__derzürich,0.47544547551128685__0.24133258946065458__0.18482073593830717__0.16690713536778587__0.1501089209849381__0.10581281748805572__0.09994701058148067__0.08565071988959322__0.08565071988959322__0.08565071988959322
